	gold	narrative	brc	sum	ARG0	va_key	ARG1
1512	king ** KILL ** april	king ** KILL ** april	178	1	king	KILL	april
1513	large avian influenza outbreak ** MOVE-BY-MEANS-OF ** human - mediated viral transportation farms repeated introd	large avian influenza outbreak ** MOVE-BY-MEANS-OF ** human - mediated viral transportation farms repeated introd	909	1	large avian influenza outbreak	MOVE-BY-MEANS-OF	human - mediated viral transportation farms repeated introd
1514	large scale disaster world ** ALLY_ASSOCIATE_MARRY ** well wishes	large scale disaster world ** ALLY_ASSOCIATE_MARRY ** well wishes	1701	1	large scale disaster world	ALLY_ASSOCIATE_MARRY	well wishes
1515	large scale quarantine ncov ineffective ** INCREASE_ENLARGE_MULTIPLY ** negative consequences	large scale quarantine ncov ineffective ** INCREASE_ENLARGE_MULTIPLY ** negative consequences	1039	4	large scale quarantine ncov ineffective	INCREASE_ENLARGE_MULTIPLY	negative consequences
1516	large scale quarantine ncov ineffective ** INCREASE_ENLARGE_MULTIPLY ** negative consequences	serious concern large scale quarantine ncov ineffective ** GIVE_GIFT ** big negative consequences	1039	4	large scale quarantine ncov ineffective	INCREASE_ENLARGE_MULTIPLY	negative consequences
1517	last new wuhan ** CLOSE ** airpo	last new wuhan ** CLOSE ** airpo	245	1	last new wuhan	CLOSE	airpo
1518	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	county health district ** SEARCH ** suspected case 2019 novel coronavirus	962	26	latest health authorities texas	SEARCH	suspected coronavirus case texas
1519	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	county health district ** SEARCH ** suspected case coronavirus	962	26	latest health authorities texas	SEARCH	suspected coronavirus case texas
1520	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	county tx health district ** SEARCH ** suspected case 2019 novel coronavirus	962	26	latest health authorities texas	SEARCH	suspected coronavirus case texas
1521	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	health officials brazos county ** SEARCH ** suspected case 2019 novel coronavirus patient	962	26	latest health authorities texas	SEARCH	suspected coronavirus case texas
1522	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	962	26	latest health authorities texas	SEARCH	suspected coronavirus case texas
1523	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	news ** MOVE-ONESELF ** the brazos county health district investigating suspected case 2019 novel coronavirus	962	26	latest health authorities texas	SEARCH	suspected coronavirus case texas
1524	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	officials texas ** SEARCH ** suspected case coronavirus	962	26	latest health authorities texas	SEARCH	suspected coronavirus case texas
1525	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	the brazos county health district ** SEARCH ** possible case 2019 novel coronavi	962	26	latest health authorities texas	SEARCH	suspected coronavirus case texas
1526	latest health authorities texas ** SEARCH ** suspected coronavirus case texas	the brazos county health district texas ** SEARCH ** suspected case 2019 novel coronavirus	962	26	latest health authorities texas	SEARCH	suspected coronavirus case texas
1527	lax passenger ** TAKE ** hospital screening	lax passenger ** TAKE ** hospital screening	501	2	lax passenger	TAKE	hospital screening
1528	least 15 health care workers ** CONTRACT-AN-ILLNESS_INFECT ** osha 's infectious disease standard intended pro	least 15 health care workers ** CONTRACT-AN-ILLNESS_INFECT ** osha 's infectious disease standard intended pro	677	2	least 15 health care workers	CONTRACT-AN-ILLNESS_INFECT	osha 's infectious disease standard intended pro
1529	least 15 health care workers ** CONTRACT-AN-ILLNESS_INFECT ** osha 's infectious disease standard intended pro	work ** SEE ** coworkers coughing	677	2	least 15 health care workers	CONTRACT-AN-ILLNESS_INFECT	osha 's infectious disease standard intended pro
1530	least 16 people ** SEARCH ** trea	least 16 people ** SEARCH ** trea	1118	3	least 16 people	SEARCH	trea
1531	lesson ** EXTEND ** 29 base deletion reduced	lesson ** EXTEND ** 29 base deletion reduced	1477	3	lesson	EXTEND	29 base deletion reduced
1532	limited person - to - person spread new coronavirus asia ** RAISE ** cdc ’s level concern agency	limited person - to - person spread new coronavirus asia ** RAISE ** cdc ’s level concern agency	1000	3	limited person - to - person spread new coronavirus asia	RAISE	cdc ’s level concern agency
1533	limited person - to - person spread new coronavirus asia ** RAISE ** cdc ’s level concern agency	singapore ** AFFIRM ** first case coronavirus urges collaboration countries fight outbreak	1000	3	limited person - to - person spread new coronavirus asia	RAISE	cdc ’s level concern agency
1534	line qna @dkpghsports today ** OBTAIN ** questions i ’ll answering afternoon live qs 5 ask cart	line qna @dkpghsports today ** OBTAIN ** questions i ’ll answering afternoon live qs 5 ask cart	1604	1	line qna @dkpghsports today	OBTAIN	questions i ’ll answering afternoon live qs 5 ask cart
1535	live florida ** OBTAIN ** shit way worse	live florida ** OBTAIN ** shit way worse	1195	1	live florida	OBTAIN	shit way worse
1536	live koalas ** GO-FORWARD ** rats	live koalas ** GO-FORWARD ** rats	8	3	live koalas	GO-FORWARD	rats
1537	live koalas ** GO-FORWARD ** rats	rats ** EXIST_LIVE ** wolf pups	8	3	live koalas	GO-FORWARD	rats
1538	live koalas peacocks wolf ** INCREASE_ENLARGE_MULTIPLY ** 100 wild animals sale	live koalas peacocks wolf ** INCREASE_ENLARGE_MULTIPLY ** 100 wild animals sale	9	4	live koalas peacocks wolf	INCREASE_ENLARGE_MULTIPLY	100 wild animals sale
1539	live koalas peacocks wolf ** INCREASE_ENLARGE_MULTIPLY ** 100 wild animals sale	outrageous menu wuhan ’s market ** SHOW ** live koalas peacocks wolf pups 100 wild animals sale	9	4	live koalas peacocks wolf	INCREASE_ENLARGE_MULTIPLY	100 wild animals sale
1540	local hospital waiting line ** VERIFY ** virus	local hospital waiting line ** VERIFY ** virus	938	1	local hospital waiting line	VERIFY	virus
1541	local market ** TRANSMIT ** animal person	local market ** TRANSMIT ** animal person	10	1	local market	TRANSMIT	animal person
1542	local residents friend ** AFFIRM ** 95 % people	local residents friend ** AFFIRM ** 95 % people	1196	1	local residents friend	AFFIRM	95 % people
1543	local state fed govt bankers run jews ** REQUIRE_NEED_WANT_HOPE ** interest usurious lo	local state fed govt bankers run jews ** REQUIRE_NEED_WANT_HOPE ** interest usurious lo	1753	1	local state fed govt bankers run jews	REQUIRE_NEED_WANT_HOPE	interest usurious lo
1544	local state resources ** WATCH_LOOK-OUT ** wuhan coronavirus campus	local state resources ** WATCH_LOOK-OUT ** wuhan coronavirus campus	820	1	local state resources	WATCH_LOOK-OUT	wuhan coronavirus campus
1545	lock - down authorities ** SEARCH ** contain rapidly - sprea	lock - down authorities ** SEARCH ** contain rapidly - sprea	419	1	lock - down authorities	SEARCH	contain rapidly - sprea
1546	long flu ** CIRCULATE_SPREAD_DISTRIBUTE ** area flu vaccine	long flu ** CIRCULATE_SPREAD_DISTRIBUTE ** area flu vaccine	910	2	long flu	CIRCULATE_SPREAD_DISTRIBUTE	area flu vaccine
1547	look cebu pacific ** INFORM ** passengers aboard flight wednesday family person infected	look cebu pacific ** INFORM ** passengers aboard flight wednesday family person infected	678	1	look cebu pacific	INFORM	passengers aboard flight wednesday family person infected
1548	lot young people ** LEAVE_DEPART_RUN-AWAY ** posting corona virus serious	lot young people ** LEAVE_DEPART_RUN-AWAY ** posting corona virus serious	628	2	lot young people	LEAVE_DEPART_RUN-AWAY	posting corona virus serious
1549	lot young people ** LEAVE_DEPART_RUN-AWAY ** posting corona virus serious	lot young people ** RECORD ** corona virus	628	2	lot young people	LEAVE_DEPART_RUN-AWAY	posting corona virus serious
1550	lots people free world dictatorship envy ** IMAGINE ** authoritarian gov't act decisive	lots people free world dictatorship envy ** IMAGINE ** authoritarian gov't act decisive	1143	2	lots people free world dictatorship envy	IMAGINE	authoritarian gov't act decisive
1551	lovely hongkong protesters r lihkg ** DISCUSS ** use wuhanpneumonia	lovely hongkong protesters r lihkg ** DISCUSS ** use wuhanpneumonia	246	1	lovely hongkong protesters r lihkg	DISCUSS	use wuhanpneumonia
1552	low key hoping outbreak ** INCITE_INDUCE ** people really interested outbreak detection we 're going gol	low key hoping outbreak ** INCITE_INDUCE ** people really interested outbreak detection we 're going gol	1280	1	low key hoping outbreak	INCITE_INDUCE	people really interested outbreak detection we 're going gol
1553	lunarnewyear celebrations ** CANCEL_ELIMINATE ** fears mount	lunarnewyear celebrations ** CANCEL_ELIMINATE ** fears mount	1605	1	lunarnewyear celebrations	CANCEL_ELIMINATE	fears mount
1554	lust eyes western journalists ' china watchers ' ** REQUIRE_NEED_WANT_HOPE ** large - scal	lust eyes western journalists ' china watchers ' ** REQUIRE_NEED_WANT_HOPE ** large - scal	299	1	lust eyes western journalists ' china watchers '	REQUIRE_NEED_WANT_HOPE	large - scal
1555	macao ’s government tourism office ** DECREE_DECLARE ** lunar new year festivities canceled “ due wuhan	macao ’s government tourism office ** DECREE_DECLARE ** lunar new year festivities canceled “ due wuhan	586	1	macao ’s government tourism office	DECREE_DECLARE	lunar new year festivities canceled “ due wuhan
1556	macau ** CLOSE ** casinos	macau ** CLOSE ** casinos	465	3	macau	CLOSE	casinos
1557	macau ** CLOSE ** casinos	macau ** CONSIDER ** closing casinos	465	3	macau	CLOSE	casinos
1558	macau ** CLOSE ** casinos	macau tourism bureau ** DECREE_DECLARE ** lunarnewyear celebrations canceled fears mount	465	3	macau	CLOSE	casinos
1559	macau - government pharmacies ** BEGIN ** rationing masks	macau - government pharmacies ** BEGIN ** rationing masks	352	2	macau - government pharmacies	BEGIN	rationing masks
1560	macau - government pharmacies ** BEGIN ** rationing masks	macau - government pharmacies ** COMPARE ** masks	352	2	macau - government pharmacies	BEGIN	rationing masks
1561	mainstream media china ** LIBERATE_ALLOW_AFFORD ** as second chinese	mainstream media china ** LIBERATE_ALLOW_AFFORD ** as second chinese	335	1	mainstream media china	LIBERATE_ALLOW_AFFORD	as second chinese
1562	man ** FIND ** collapsed street coronavirus	man ** FIND ** collapsed street coronavirus	1001	1	man	FIND	collapsed street coronavirus
1563	man ** MOUNT_ASSEMBLE_PRODUCE ** borders	man ** MOUNT_ASSEMBLE_PRODUCE ** borders	1655	1	man	MOUNT_ASSEMBLE_PRODUCE	borders
1564	man ** MOUNT_ASSEMBLE_PRODUCE ** patented virus vaccine	bad idea ** MOUNT_ASSEMBLE_PRODUCE ** vaccines	1411	5	man	MOUNT_ASSEMBLE_PRODUCE	patented virus vaccine
1565	man ** MOUNT_ASSEMBLE_PRODUCE ** patented virus vaccine	man ** MOUNT_ASSEMBLE_PRODUCE ** patented virus vaccine	1411	5	man	MOUNT_ASSEMBLE_PRODUCE	patented virus vaccine
1566	man movie contagion ** GUESS ** coronavirus t - ending shows fictional epidemic starting	man movie contagion ** GUESS ** coronavirus t - ending shows fictional epidemic starting	629	1	man movie contagion	GUESS	coronavirus t - ending shows fictional epidemic starting
1567	many ** AROUSE_WAKE_ENLIVEN ** it	many ** AROUSE_WAKE_ENLIVEN ** it	71	1	many	AROUSE_WAKE_ENLIVEN	it
1568	many ** BELIEVE ** potus	many ** BELIEVE ** potus	1144	2	many	BELIEVE	potus
1569	many people ** TRY ** get wuhan tryi	many people ** TRY ** get wuhan tryi	247	1	many people	TRY	get wuhan tryi
1570	many people ** WORK ** living wuhan	many people ** WORK ** living wuhan	248	5	many people	WORK	living wuhan
1571	many people ** WORK ** living wuhan	most americans ** UNDERSTAND ** wuhan larger population nyc	248	5	many people	WORK	living wuhan
1572	many people ** WORK ** living wuhan	people ** SPEAK ** wuhan cities china	248	5	many people	WORK	living wuhan
1573	many people ** WORK ** living wuhan	wuhan ** ANALYZE ** china -	248	5	many people	WORK	living wuhan
1574	many people ** WORK ** living wuhan	wuhan ** COMPARE ** american city	248	5	many people	WORK	living wuhan
1575	map ** CHASE ** coronavirus outbreak china sicke	map ** CHASE ** coronavirus outbreak china sicke	873	2	map	CHASE	coronavirus outbreak china sicke
1576	map ** CHASE ** coronavirus outbreak china sicke	u.s . researchers ** MOUNT_ASSEMBLE_PRODUCE ** map tracking real time coronavirus outbreak china sicke	873	2	map	CHASE	coronavirus outbreak china sicke
1577	mapping tool ** CHASE ** novel coronavirusoutbreak	mapping tool ** CHASE ** novel coronavirusoutbreak	970	2	mapping tool	CHASE	novel coronavirusoutbreak
1578	me ** SEE ** doomsday clock going 100 seconds australia fire coronavirus trending	i ** SEE ** coronavirus outbreak	624	44	me	SEE	doomsday clock going 100 seconds australia fire coronavirus trending
1579	me ** SEE ** doomsday clock going 100 seconds australia fire coronavirus trending	me ** SEE ** doomsday clock going 100 seconds australia fire coronavirus trending	624	44	me	SEE	doomsday clock going 100 seconds australia fire coronavirus trending
1580	me ** SEE ** doomsday clock going 100 seconds australia fire coronavirus trending	me ** SEE ** doomsday clock going 100 seconds midnight australia fire coronavirus trending	624	44	me	SEE	doomsday clock going 100 seconds australia fire coronavirus trending
1581	measures ** PRECLUDE_FORBID_EXPEL ** spread new coronavirus originated	dos ncov coronavirus ** ABSTAIN_AVOID_REFRAIN ** travelling fever cough	1032	5	measures	PRECLUDE_FORBID_EXPEL	spread new coronavirus originated
1582	measures ** PRECLUDE_FORBID_EXPEL ** spread new coronavirus originated	i ** ABSTAIN_AVOID_REFRAIN ** getting coronavirus situation	1032	5	measures	PRECLUDE_FORBID_EXPEL	spread new coronavirus originated
1583	measures ** PRECLUDE_FORBID_EXPEL ** spread new coronavirus originated	i ** REQUIRE_NEED_WANT_HOPE ** contain coronavirus	1032	5	measures	PRECLUDE_FORBID_EXPEL	spread new coronavirus originated
1584	measures ** PRECLUDE_FORBID_EXPEL ** spread new coronavirus originated	measures ** PRECLUDE_FORBID_EXPEL ** spread new coronavirus originated	1032	5	measures	PRECLUDE_FORBID_EXPEL	spread new coronavirus originated
1585	media ** PAY ** attention statements	media ** PAY ** attention statements	1145	2	media	PAY	attention statements
1586	media ** PAY ** attention statements	public ** PAY ** attention	1145	2	media	PAY	attention statements
1587	media outlet influencer ** CIRCULATE_SPREAD_DISTRIBUTE ** videos pictures	media outlet influencer ** CIRCULATE_SPREAD_DISTRIBUTE ** videos pictures	39	4	media outlet influencer	CIRCULATE_SPREAD_DISTRIBUTE	videos pictures
1588	medicine ** REDUCE_DIMINISH ** temperature	medicine ** REDUCE_DIMINISH ** temperature	1100	3	medicine	REDUCE_DIMINISH	temperature
1589	medicine ** REDUCE_DIMINISH ** temperature	meds ** BRING ** temp	1100	3	medicine	REDUCE_DIMINISH	temperature
1590	medscape ** REQUIRE_NEED_WANT_HOPE ** free account family practice md cdc guideline	medscape ** REQUIRE_NEED_WANT_HOPE ** free account family practice md cdc guideline	1497	1	medscape	REQUIRE_NEED_WANT_HOPE	free account family practice md cdc guideline
1591	member international community ** ASK_REQUEST ** regarding wuhan coron	member international community ** ASK_REQUEST ** regarding wuhan coron	249	2	member international community	ASK_REQUEST	regarding wuhan coron
1592	member international community ** ASK_REQUEST ** regarding wuhan coron	us ** SUBJECTIVE-JUDGING ** wuhan coron	249	2	member international community	ASK_REQUEST	regarding wuhan coron
1593	memorial plaques ** GIVE_GIFT ** lives w	memorial plaques ** GIVE_GIFT ** lives w	1606	1	memorial plaques	GIVE_GIFT	lives w
1594	merck ** RECOGNIZE_ADMIT_IDENTIFY ** gardasil may cause 2 300 serious advers	merck ** RECOGNIZE_ADMIT_IDENTIFY ** gardasil may cause 2 300 serious advers	1428	1	merck	RECOGNIZE_ADMIT_IDENTIFY	gardasil may cause 2 300 serious advers
1595	message ** COMPARE ** outbreak	message ** COMPARE ** outbreak	1227	1	message	COMPARE	outbreak
1596	message from dr savage quarantine ** STOP ** travelers	message from dr savage quarantine ** STOP ** travelers	1329	1	message from dr savage quarantine	STOP	travelers
1597	mexico us ** MANAGE ** outbreak	mexico us ** MANAGE ** outbreak	1307	1	mexico us	MANAGE	outbreak
1598	mfs ** GO-FORWARD ** around	mfs ** GO-FORWARD ** around	1656	1	mfs	GO-FORWARD	around
1599	michael ** LIKE ** pumpkin pie	michael ** LIKE ** pumpkin pie	179	1	michael	LIKE	pumpkin pie
1600	middleton ** AFFIRM ** grew public housing crack epidemic	middleton ** AFFIRM ** grew public housing crack epidemic	1197	1	middleton	AFFIRM	grew public housing crack epidemic
1601	millions ** ARRIVE ** travel restrictions	millions ** ARRIVE ** travel restrictions	502	5	millions	ARRIVE	travel restrictions
1602	minnesota experts ** DECIDE_DETERMINE ** exact caus	minnesota experts ** DECIDE_DETERMINE ** exact caus	1198	1	minnesota experts	DECIDE_DETERMINE	exact caus
1603	mismatch ** INFORM ** numbers	mismatch ** INFORM ** numbers	1633	1	mismatch	INFORM	numbers
1604	missing cdc employee ** REFUSE ** promotion	missing cdc employee ** REFUSE ** promotion	1541	1	missing cdc employee	REFUSE	promotion
1605	mississippi aidswatch ** ENCLOSE_WRAP ** panel jada hicks	mississippi aidswatch ** ENCLOSE_WRAP ** panel jada hicks	1281	1	mississippi aidswatch	ENCLOSE_WRAP	panel jada hicks
1606	mmr vaccine ** INCREASE_ENLARGE_MULTIPLY ** risk	mmr vaccine ** INCREASE_ENLARGE_MULTIPLY ** risk	1429	14	mmr vaccine	INCREASE_ENLARGE_MULTIPLY	risk
